id_venda,data_venda,id_cliente,id_produto,quantidade
930,2024-03-03,10,12,438
931,2024-04-13,72,35,360
932,2024-02-18,3,22,302
933,2024-01-28,77,41,363
934,2024-05-13,69,28,397
935,2024-02-11,25,13,443
936,2024-04-13,3,14,363
937,2024-04-06,29,36,276
938,2024-01-22,43,1,293
939,2024-05-11,97,33,247
940,2024-05-18,42,11,310
941,2024-01-31,94,29,407
942,2024-05-16,99,38,194
943,2024-05-22,92,48,262
944,2024-03-30,20,22,239
945,2024-03-03,28,29,174
946,2024-06-15,28,4,115
947,2024-02-16,41,16,105
948,2024-02-24,6,19,41
949,2024-02-17,91,12,369
950,2024-02-23,76,15,280
951,2024-04-16,77,20,154
952,2024-06-02,42,47,273
953,2024-02-28,38,6,35
954,2024-02-03,11,5,185
955,2024-03-08,90,32,259
956,2024-03-03,40,29,197
957,2024-06-13,56,22,321
958,2024-02-14,94,1,304
959,2024-02-06,52,1,464
960,2024-02-25,66,41,403
961,2024-05-25,82,35,378
962,2024-03-07,27,8,80
963,2024-04-03,3,20,415
964,2024-03-22,98,28,324
965,2024-04-25,60,20,320
966,2024-06-27,30,30,376
967,2024-03-19,43,31,16
968,2024-01-01,8,39,441
969,2024-06-15,49,12,136
970,2024-01-13,6,19,255
971,2024-04-26,56,36,476
972,2024-03-10,88,28,74
973,2024-03-24,58,22,23
974,2024-05-21,66,8,314
975,2024-01-09,92,35,237
976,2024-06-23,4,9,202
977,2024-03-20,27,7,450
978,2024-02-07,77,11,245
979,2024-06-22,18,39,148
980,2024-01-01,29,12,437
981,2024-05-15,90,7,79
982,2024-06-02,83,49,197
983,2024-03-25,3,28,259
984,2024-01-23,58,3,493
985,2024-03-24,95,26,147
986,2024-04-25,30,19,367
987,2024-02-18,96,33,437
988,2024-05-29,61,25,114
989,2024-01-09,57,45,453
990,2024-03-11,19,43,443
991,2024-01-06,77,17,26
992,2024-04-17,57,26,95
993,2024-06-13,49,44,306
994,2024-01-12,89,32,257
995,2024-02-02,11,18,299
996,2024-04-11,83,7,188
997,2024-01-22,86,26,322
998,2024-05-07,21,3,105
999,2024-03-21,5,7,406
1000,2024-04-27,59,11,370
